id,loan_status,Usage
9402,0,
8495,0,
47356,0,
10386,0,
44639,0,
23385,0,
43724,0,
7751,0,
15330,0,
35601,0,
52159,0,
14817,0,
26585,0,
28910,1,
11923,0,
33173,0,
36606,1,
47167,0,
4604,0,
27001,1,
8277,0,
56612,1,
21669,0,
7367,0,
685,0,
19585,0,
5220,0,
37642,0,
47173,0,
45548,0,
35130,0,
19784,0,
3935,0,
2841,1,
56734,0,
43253,0,
34820,0,
13315,0,
23809,0,
37900,0,
13469,0,
42498,0,
41753,0,
34441,1,
25477,0,
43669,0,
34550,0,
50306,0,
48952,0,
3318,0,
1455,0,
18275,0,
23147,0,
12716,0,
33565,0,
11237,0,
19689,0,
17373,0,
20510,0,
54769,0,
25551,0,
31133,0,
36818,0,
29823,0,
27066,1,
41618,0,
16873,0,
46438,1,
25728,0,
36495,0,
39069,0,
56164,0,
22060,0,
10427,0,
25807,1,
55993,0,
45308,0,
56183,0,
6690,0,
40193,1,
15405,0,
39168,0,
38564,0,
33731,0,
13177,0,
27867,1,
34279,0,
57799,0,
53286,0,
35968,0,
32279,0,
22655,0,
58186,1,
12827,0,
13302,1,
42256,0,
10724,0,
55875,0,
13874,0,
2625,1,
44765,0,
40343,0,
12475,0,
17743,0,
12336,0,
42174,0,
41500,0,
19801,0,
20177,0,
35501,1,
12138,1,
8381,0,
46350,0,
52878,0,
57135,0,
11768,1,
43996,0,
38415,1,
21104,0,
5748,0,
51637,1,
50842,1,
26935,1,
55566,0,
29845,0,
3853,0,
28689,0,
28971,0,
23905,1,
7523,0,
3192,0,
43789,1,
41768,0,
50340,1,
10062,0,
56390,0,
1747,0,
15321,0,
23527,0,
9543,0,
6748,0,
30796,0,
7810,0,
19523,0,
39390,0,
39749,0,
51859,0,
27037,0,
54548,0,
21840,0,
58233,0,
17584,0,
41377,0,
34149,0,
53992,0,
26289,0,
11714,1,
15935,0,
5940,0,
11701,0,
37679,0,
6650,0,
47165,0,
39832,0,
7766,1,
3049,0,
13947,0,
47952,1,
262,0,
23302,0,
56077,0,
17004,1,
24967,0,
46003,0,
37214,0,
55493,0,
4751,0,
51139,0,
23110,0,
44218,1,
1465,0,
34884,0,
54642,0,
36666,0,
10507,0,
40215,0,
44052,1,
8941,0,
20980,0,
3451,0,
8001,0,
52371,0,
22906,0,
19685,0,
28250,0,
21763,0,
52910,0,
49338,0,
29428,0,
36750,1,
56511,0,
9120,0,
23666,0,
12419,0,
44985,1,
20191,0,
31101,1,
15332,1,
18228,0,
58568,0,
55147,0,
7947,0,
30123,0,
51373,0,
33863,0,
20045,0,
37791,1,
51242,0,
57646,0,
54783,0,
6996,0,
14899,0,
19470,0,
20215,0,
54515,0,
27102,0,
58352,0,
50854,0,
12197,0,
52930,0,
10420,0,
845,0,
9423,0,
12673,0,
30980,0,
35892,1,
47531,0,
52717,0,
52625,0,
43507,0,
35458,0,
50431,0,
18407,0,
10473,0,
48234,0,
28079,1,
25379,1,
49667,0,
52066,0,
32888,0,
45171,0,
4072,0,
51972,0,
46768,0,
925,0,
30305,0,
54946,0,
5363,1,
18650,0,
19537,0,
2832,0,
35684,0,
24262,0,
38183,0,
55123,0,
47606,0,
16122,0,
17423,0,
45355,0,
27789,1,
32497,0,
52543,0,
2063,1,
30679,0,
13802,0,
40126,0,
48601,0,
17540,0,
55749,1,
55654,0,
6173,0,
14304,0,
33532,0,
28719,0,
23661,1,
18575,0,
33838,1,
20296,0,
17166,0,
24100,0,
55597,0,
50513,0,
36036,1,
31271,0,
40908,0,
1930,0,
40027,0,
21420,0,
56151,0,
35939,0,
45718,0,
29834,0,
47284,0,
57436,1,
45588,0,
44276,1,
24220,1,
17739,0,
22298,0,
7170,0,
30891,0,
19766,0,
54468,1,
30149,1,
29501,0,
8679,0,
11878,0,
1149,0,
6851,0,
44508,1,
5128,0,
28448,0,
7621,0,
24742,1,
33775,0,
31875,0,
36456,0,
46435,0,
30146,0,
51041,0,
41104,0,
33854,0,
22159,0,
21702,0,
23195,0,
24240,1,
1155,0,
16007,0,
28627,0,
34735,0,
37802,0,
12386,0,
46542,0,
8186,0,
2412,0,
39119,0,
58368,0,
17465,0,
15954,0,
36102,0,
27260,0,
58484,0,
1533,0,
21115,0,
54103,0,
5605,0,
32358,1,
16591,0,
45511,0,
24982,0,
42493,0,
50747,0,
58643,0,
28916,0,
21876,0,
45921,1,
25983,0,
51473,0,
39952,1,
14288,0,
11697,0,
47523,0,
46237,0,
45125,0,
57101,0,
34823,0,
54902,0,
16363,0,
29416,0,
4724,0,
26721,0,
43433,0,
5385,0,
29423,0,
53648,0,
35565,0,
49808,0,
56906,0,
37478,0,
33571,0,
58374,0,
7281,0,
47582,1,
18106,0,
48176,0,
35234,0,
54250,0,
50178,1,
40066,0,
87,1,
46503,0,
58496,0,
5701,0,
32416,0,
30455,0,
27771,0,
13574,0,
11019,0,
50038,0,
36229,0,
19153,0,
40958,0,
15616,0,
16440,1,
52092,0,
7290,0,
16137,0,
27820,0,
2689,0,
22734,0,
31710,0,
5022,0,
6050,0,
20891,1,
10010,0,
58467,0,
27399,1,
35575,0,
22043,1,
46703,0,
16242,1,
15767,0,
54275,0,
26487,0,
25321,0,
45317,0,
3553,0,
7499,0,
42463,0,
54137,0,
29989,0,
15983,0,
41240,1,
30457,1,
15786,0,
28085,0,
39520,0,
3020,1,
39173,0,
21688,1,
6312,0,
29633,0,
50642,0,
13504,0,
48534,0,
56588,1,
20334,0,
55016,0,
53736,1,
810,0,
33472,0,
48868,0,
42618,0,
31567,0,
39333,0,
41649,0,
40408,0,
4107,1,
50347,0,
8899,0,
1635,0,
18915,0,
49487,1,
40683,0,
3686,0,
39584,0,
17916,0,
15661,0,
56540,0,
24342,0,
11220,0,
22340,0,
17596,0,
55425,0,
18103,0,
15268,0,
50773,0,
23597,0,
42785,0,
13754,0,
22290,0,
29589,0,
9319,0,
8207,0,
40839,0,
26670,0,
3954,0,
18546,0,
12073,0,
57667,0,
21422,0,
40889,0,
45847,0,
12395,0,
13064,1,
48666,0,
35,0,
11526,0,
11940,0,
4855,0,
39537,0,
39617,0,
18888,0,
38267,1,
14480,0,
38924,0,
28517,1,
42187,0,
54501,0,
48785,0,
40667,0,
14915,1,
37959,0,
6593,0,
8154,0,
19105,0,
4737,0,
8836,0,
39102,0,
6655,0,
55753,0,
47247,0,
36048,0,
21286,1,
6098,0,
12774,0,
15286,0,
39648,0,
19492,0,
24773,0,
45958,0,
5018,0,
45114,0,
6201,0,
48795,1,
11057,0,
27987,0,
30344,0,
12906,0,
46590,0,
43314,0,
5389,0,
4884,0,
22185,0,
22790,0,
15465,0,
50274,0,
21163,1,
53001,0,
39693,0,
25639,0,
22267,0,
5942,0,
18255,0,
46525,0,
41140,0,
24453,0,
30127,1,
13110,0,
47052,0,
51214,1,
32720,0,
14709,0,
268,0,
8784,0,
20687,0,
43271,1,
15043,0,
14380,1,
732,0,
7741,0,
18131,0,
55286,1,
15357,1,
36584,0,
39697,0,
15760,0,
13973,0,
9753,0,
31137,0,
1185,1,
16452,0,
15244,0,
29324,0,
30212,1,
7333,0,
4237,0,
18560,0,
19484,0,
24816,0,
28867,0,
35997,0,
7439,0,
20803,1,
19300,0,
625,0,
4353,0,
8688,0,
23307,0,
20618,0,
49789,0,
44418,1,
46511,0,
43766,0,
30753,0,
41689,0,
24046,0,
10906,0,
54462,0,
24391,0,
22963,0,
23454,0,
28814,0,
19876,0,
6454,1,
32133,0,
2254,1,
37509,0,
13425,0,
47443,0,
54301,0,
48488,0,
5561,0,
8445,0,
40181,0,
32342,0,
22679,0,
17269,0,
34555,0,
54531,0,
39899,1,
47011,1,
47394,1,
34178,0,
39340,0,
54890,0,
24748,0,
39437,0,
35531,0,
27797,0,
20474,0,
7410,0,
55607,0,
58247,1,
11655,0,
7820,0,
31380,0,
34011,1,
43053,0,
10600,0,
26747,0,
8021,1,
39918,0,
9335,0,
20645,0,
34775,0,
12628,0,
29865,0,
51293,0,
46367,0,
13322,0,
54282,1,
17136,0,
21540,0,
9623,0,
25851,0,
10438,0,
29744,0,
22968,0,
39124,0,
21183,0,
3118,0,
49409,0,
503,0,
10935,0,
39349,0,
29409,1,
58332,0,
55508,0,
23148,0,
14452,0,
2888,0,
20096,0,
15380,0,
55783,0,
50473,0,
31830,0,
20357,0,
6298,0,
24952,0,
48256,0,
2203,0,
3243,1,
49588,0,
20552,0,
24255,0,
2072,0,
57472,0,
27802,0,
12155,1,
41018,0,
45390,0,
58173,0,
5665,0,
497,0,
25537,0,
36752,0,
52473,0,
28532,0,
41632,0,
19491,0,
28145,0,
18353,0,
10282,0,
18806,0,
14871,0,
14557,0,
15824,0,
26067,0,
57379,0,
50160,0,
8244,0,
1067,0,
36746,0,
21820,0,
56293,0,
5150,0,
54127,0,
22316,1,
28331,0,
53516,0,
30454,0,
3605,0,
43726,0,
23338,1,
42041,0,
51379,0,
37541,1,
39487,0,
32651,1,
3354,0,
24871,0,
757,0,
56586,0,
35217,0,
37762,0,
5627,0,
5834,0,
49349,0,
46493,1,
16954,1,
15810,0,
7930,0,
26125,0,
51247,1,
36909,0,
14772,1,
21269,0,
32907,1,
27293,0,
37438,0,
27025,0,
51586,0,
3880,0,
34929,0,
45929,0,
23102,0,
39419,0,
14458,0,
27938,0,
39203,0,
19867,1,
26047,0,
28065,1,
6653,0,
20118,1,
17828,0,
24243,1,
8678,0,
36603,1,
12893,1,
21959,1,
47465,1,
43288,0,
30121,0,
4690,0,
27,0,
15989,0,
5690,0,
32968,0,
54669,0,
12687,0,
20272,0,
366,0,
7414,0,
22237,0,
9823,0,
51989,0,
21132,0,
55766,0,
23075,0,
36727,0,
37520,0,
33408,0,
43657,0,
29719,0,
30413,0,
53067,0,
25108,0,
56241,0,
48386,0,
16383,0,
56768,0,
58409,1,
54331,1,
43181,0,
57209,0,
2418,0,
24156,0,
16892,0,
44279,0,
24719,0,
30654,0,
55635,0,
34305,0,
9080,0,
35808,0,
3388,0,
15994,0,
5632,0,
13823,0,
50692,0,
53931,0,
33626,0,
26295,0,
8162,0,
26569,0,
50659,0,
14234,0,
7576,0,
11853,0,
36426,0,
28613,0,
25159,0,
33793,0,
24940,0,
4892,0,
5912,1,
29871,0,
53681,0,
28521,1,
24800,0,
39999,0,
9546,0,
22913,0,
45598,0,
43150,0,
34681,0,
39204,0,
11103,0,
14215,0,
38879,0,
51694,0,
13843,0,
49034,0,
40841,0,
18643,0,
2333,0,
48776,1,
35462,0,
18855,0,
47090,0,
27589,0,
6092,0,
29862,0,
29789,1,
11886,0,
29735,1,
26653,0,
39370,0,
20112,0,
55079,0,
29969,0,
9775,0,
34161,0,
34280,1,
24799,1,
14000,0,
13893,0,
1388,0,
4975,0,
44517,0,
49626,0,
54632,0,
46813,0,
47780,0,
15442,0,
34566,0,
14702,0,
7517,1,
19383,0,
25842,0,
31143,1,
40797,0,
48542,0,
28293,0,
49139,0,
31280,1,
53934,0,
55939,0,
12281,0,
34354,0,
27957,1,
46056,1,
36001,0,
14308,0,
10625,0,
56702,0,
55262,1,
30429,0,
55230,0,
33777,0,
14564,0,
2802,0,
49011,0,
13707,0,
36945,0,
25417,0,
49948,0,
2797,0,
9658,0,
8005,0,
2215,1,
33535,0,
31674,0,
44840,0,
40195,1,
6060,0,
38933,0,
45583,1,
945,0,
6345,0,
12317,1,
44304,0,
39014,0,
14532,0,
25606,1,
11054,0,
9953,0,
55738,0,
13307,0,
55242,1,
30016,0,
28135,0,
18639,0,
10088,0,
28535,0,
9405,0,
20602,0,
51515,0,
3421,0,
41514,0,
19811,0,
3895,1,
20785,0,
10821,0,
20788,0,
55022,0,
34747,0,
35027,0,
978,0,
6307,0,
14120,0,
23866,0,
56236,0,
36738,0,
38964,0,
2853,0,
43642,0,
8580,0,
56369,0,
5767,0,
54151,0,
29687,0,
49817,0,
5167,0,
42522,0,
42655,1,
21801,0,
25930,0,
6429,0,
50775,0,
40236,0,
7307,0,
38900,0,
1386,0,
48403,0,
57592,0,
42830,0,
50618,1,
31928,0,
46569,1,
22039,1,
16558,1,
34804,0,
39993,0,
39214,0,
49524,1,
31091,0,
4264,1,
41834,0,
9910,0,
38916,0,
49045,0,
54161,0,
3212,0,
28575,0,
17933,1,
25472,0,
26000,1,
12115,0,
49653,0,
30044,0,
3114,0,
14575,0,
2077,0,
14902,0,
11790,0,
47773,0,
56577,0,
2112,0,
12162,0,
46360,0,
25994,0,
5329,1,
18268,0,
9524,0,
21525,0,
45169,0,
58461,0,
44628,1,
4070,0,
20027,0,
49615,0,
46711,1,
49381,0,
52210,0,
10278,0,
14029,0,
41605,0,
27848,0,
5016,0,
46664,0,
23325,0,
30869,0,
10105,0,
38817,0,
8736,0,
10627,0,
2678,0,
36825,1,
41065,0,
17264,0,
44220,0,
6156,0,
8149,0,
12691,0,
44880,0,
31455,0,
40235,0,
14842,0,
47495,0,
1892,0,
28152,0,
55720,0,
48567,1,
727,0,
36090,0,
43043,0,
16821,0,
7143,0,
37916,0,
39402,0,
31531,1,
48780,0,
10844,0,
57143,0,
50424,1,
7885,0,
57925,0,
52013,0,
28223,0,
10957,0,
12459,0,
12878,0,
41220,0,
32304,0,
42343,0,
57343,0,
22750,0,
36096,0,
31251,1,
7529,0,
33922,0,
43722,0,
4335,0,
53774,0,
56697,0,
26042,0,
30051,1,
15233,0,
22583,0,
22428,0,
26143,0,
47941,0,
41976,1,
14345,0,
8902,0,
28002,1,
58382,0,
21416,0,
32578,0,
41957,0,
16626,0,
1724,0,
2398,0,
43400,0,
15588,1,
7515,0,
14922,0,
53354,0,
54944,1,
16292,0,
17019,0,
53077,0,
10342,1,
53252,0,
36496,0,
2479,0,
30369,1,
17132,0,
39232,0,
52953,0,
8271,0,
26430,0,
43530,1,
29556,0,
47864,0,
47298,0,
28435,0,
57185,0,
37057,0,
10925,0,
52736,0,
39555,0,
46962,1,
40252,0,
34507,0,
18570,0,
14426,0,
19531,0,
35257,0,
55917,0,
55878,0,
23739,0,
21225,0,
29002,0,
41905,0,
33119,0,
2840,0,
36595,0,
36453,1,
18084,0,
56524,0,
52191,0,
34063,0,
35940,0,
14126,0,
3234,0,
11119,0,
13966,0,
11309,0,
17654,1,
42325,0,
53577,0,
26001,0,
52370,0,
57220,0,
5582,0,
105,0,
9396,0,
3187,0,
25358,0,
48801,0,
25690,0,
58398,0,
44172,0,
11520,0,
32295,0,
9861,0,
45611,0,
42379,1,
41704,0,
47111,0,
1294,0,
30206,1,
53453,0,
56848,0,
46907,0,
35091,1,
10956,0,
1925,1,
38601,1,
11887,1,
42067,0,
2665,0,
29715,0,
17878,0,
8746,0,
41,0,
27301,0,
25241,0,
34488,1,
21387,1,
5952,0,
49986,0,
28216,0,
34180,0,
50803,0,
35913,0,
23895,0,
15451,0,
8943,0,
53920,0,
46988,0,
25494,0,
3245,0,
16865,1,
2316,0,
48219,0,
33825,0,
5819,0,
9949,0,
4733,0,
13573,0,
39470,0,
32271,0,
25413,1,
22293,0,
31935,0,
6958,0,
24459,0,
43861,0,
35570,0,
30701,0,
35356,0,
1585,0,
31095,0,
11045,1,
54249,0,
36425,0,
24275,0,
18019,0,
49088,0,
31307,1,
38051,0,
20513,1,
21475,0,
30161,0,
18046,0,
24899,0,
38440,0,
41570,0,
19039,0,
50357,1,
35557,0,
51854,1,
50336,0,
3837,0,
7619,0,
20777,0,
39982,0,
30049,0,
22177,0,
13593,0,
42273,0,
33815,0,
56748,0,
4681,0,
42692,0,
3419,0,
10458,0,
46733,0,
15559,1,
55459,0,
17877,0,
41716,0,
3330,0,
40001,0,
23692,0,
37678,1,
33464,0,
4807,0,
29635,0,
13609,0,
44090,1,
21517,0,
2975,0,
1630,0,
54678,0,
8752,1,
23825,1,
12913,0,
27699,0,
27114,1,
35400,0,
41051,0,
15219,0,
29447,0,
21164,1,
12617,0,
6835,0,
26869,0,
9985,0,
51703,0,
17096,0,
7217,0,
8887,0,
55341,0,
43097,1,
12541,0,
3796,0,
22429,0,
720,0,
58046,0,
9258,1,
4862,1,
29877,0,
15686,0,
58351,0,
39451,0,
30386,0,
54006,0,
18306,1,
6732,1,
36130,0,
1281,0,
47964,1,
24193,0,
24403,0,
52406,0,
18691,0,
1988,0,
58414,0,
58118,1,
51369,0,
26914,0,
36458,0,
10479,0,
25073,0,
19699,0,
22225,1,
21993,0,
53941,0,
35883,1,
25330,0,
38742,1,
25785,0,
36009,0,
26116,0,
32869,0,
9698,1,
4346,0,
1247,0,
52636,0,
44815,0,
52091,0,
49251,0,
53661,0,
8792,0,
18135,0,
34142,0,
54324,0,
40364,1,
31063,0,
41726,0,
28254,0,
50408,0,
28441,0,
18397,0,
51498,0,
16566,0,
27684,0,
1292,0,
36633,0,
24936,0,
7354,0,
4460,0,
51569,1,
5135,0,
24493,0,
14829,1,
51535,0,
29641,0,
34163,0,
27669,0,
37097,0,
49004,0,
1856,0,
23547,1,
5262,0,
50256,0,
48008,1,
9354,0,
56647,0,
27095,0,
32340,0,
35186,0,
56370,1,
38784,0,
47947,0,
57488,0,
24783,1,
24589,1,
33224,0,
27157,1,
43247,0,
3356,0,
40050,0,
47806,0,
9540,0,
2330,0,
28194,0,
34152,1,
37233,1,
32121,0,
26302,0,
37647,0,
48286,0,
40325,0,
28089,0,
49350,0,
47307,0,
38761,0,
17091,0,
22898,0,
11570,0,
21085,0,
28931,0,
5043,0,
41748,0,
8564,1,
53586,0,
19182,0,
34270,0,
4480,0,
10506,1,
10166,0,
13025,0,
21241,0,
37855,0,
17964,0,
15770,0,
4898,1,
23438,0,
31256,0,
51956,0,
24301,0,
11467,0,
52661,0,
9761,1,
46541,0,
39979,0,
53370,0,
7866,0,
17223,0,
42908,0,
14515,0,
50395,0,
3108,0,
2268,0,
13114,0,
18446,1,
4135,0,
3989,0,
3849,0,
45273,0,
18879,0,
11291,0,
48978,0,
52838,0,
40470,0,
7210,0,
643,0,
55088,1,
2016,0,
1756,0,
44398,0,
1679,0,
34135,0,
49815,0,
20508,0,
41289,0,
51837,0,
27618,0,
40536,0,
24821,0,
19130,0,
25416,0,
22391,0,
10556,0,
1489,0,
42076,1,
56495,0,
24572,0,
37313,0,
40514,0,
39180,0,
29236,1,
11466,0,
25574,0,
28310,0,
28703,1,
11573,1,
3454,0,
9593,0,
2509,1,
11970,0,
39367,0,
5209,0,
2871,0,
50219,0,
2626,0,
2259,0,
27661,0,
10457,0,
41847,0,
7798,0,
44952,1,
45659,0,
12594,1,
32085,0,
46430,0,
25178,0,
1862,0,
15894,0,
35762,0,
36631,0,
7842,0,
26616,0,
46301,0,
24449,0,
12915,0,
39143,0,
40274,1,
52326,0,
13190,0,
35979,0,
35058,0,
46560,0,
28686,0,
36804,0,
8245,1,
32628,0,
44903,1,
3390,0,
9883,0,
15408,0,
25070,0,
58266,1,
46254,0,
8905,0,
33177,0,
30885,1,
52340,0,
31791,0,
16761,0,
34910,0,
2919,1,
37878,0,
43849,0,
5624,0,
21381,0,
51317,0,
37049,0,
58455,0,
25890,0,
14065,0,
7837,0,
12284,0,
15561,0,
42963,0,
14896,0,
34232,0,
36377,0,
30550,0,
38551,0,
55664,0,
52975,0,
36268,0,
42464,1,
52237,0,
24848,1,
37157,0,
56192,1,
57086,0,
7303,0,
36305,0,
5261,1,
54237,0,
43263,1,
14372,0,
18644,0,
54225,0,
57789,0,
14224,0,
53988,0,
21120,0,
37743,1,
48383,0,
36098,0,
6211,0,
38382,0,
22712,0,
28393,0,
13829,1,
54523,0,
48135,0,
52662,1,
38920,0,
1694,0,
33301,0,
53754,1,
24574,0,
7682,1,
42347,0,
30057,0,
22118,0,
30594,0,
57740,0,
43354,0,
58577,0,
20558,1,
11985,0,
18998,0,
56864,0,
26415,0,
12328,0,
22211,0,
24580,1,
15602,0,
41345,0,
44360,0,
22849,0,
40860,0,
52035,0,
42584,0,
23621,0,
5172,0,
40692,0,
31561,0,
35969,1,
35934,0,
18312,1,
29357,0,
35779,0,
42825,0,
26742,0,
48872,0,
31195,0,
22309,0,
26990,0,
16917,0,
34512,1,
30630,0,
34334,0,
4034,0,
47876,0,
49604,1,
22537,0,
17385,0,
48421,0,
55666,0,
14880,0,
42371,0,
9711,0,
39040,0,
46639,0,
41128,0,
19587,0,
22186,0,
20107,0,
17748,0,
40137,0,
24044,0,
1280,0,
52121,0,
30996,0,
27953,1,
10035,0,
20494,0,
55047,0,
33352,1,
9597,0,
40088,0,
2691,0,
24028,0,
14337,0,
35390,0,
46357,0,
42682,0,
55257,0,
52539,0,
54802,0,
38899,0,
9221,0,
13275,0,
3996,0,
28144,0,
23224,0,
42089,0,
3493,0,
19000,0,
13742,1,
41691,0,
22430,1,
9392,0,
49106,0,
19687,0,
