date,block,description,location_description,iucr,ward,year,case_number,fbi_code,domestic,beat,arrest,primary_type,:@computed_region_d9mm_jgwp,:@computed_region_43wa_7qmu,location,y_coordinate,:@computed_region_rpca_8um6,latitude,:@computed_region_awaf_s7ux,x_coordinate,longitude,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_d3ds_rm58
2012-01-01T00:00:00.000,046XX W FULTON ST,SIMPLE,SIDEWALK,0460,28,2012,HV100016,08B,False,1113,False,BATTERY,16,23,"{'latitude': '41.8853992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.741571528'}",1901385,32,41.8853992,11,1145387,-87.741571528,696,22216,26,90
2012-01-01T00:00:00.000,073XX S SACRAMENTO AVE,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,18,2012,HV100676,08B,True,0835,False,BATTERY,13,30,"{'latitude': '41.760256922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.697801338'}",1855869,58,41.760256922,6,1157643,-87.697801338,349,21867,64,226
2012-01-01T00:00:00.000,029XX N ELSTON AVE,CRIMINAL SEXUAL ABUSE,RESIDENCE,1563,1,2012,HV101159,17,False,1411,False,SEX OFFENSE,7,20,"{'latitude': '41.935169613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.692172006'}",1919618,39,41.935169613,24,1158703,-87.692172006,467,21538,22,174
2012-01-01T00:00:00.000,057XX S THROOP ST,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,0486,16,2012,HV100112,08B,False,0713,False,BATTERY,17,2,"{'latitude': '41.790036743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.657196537'}",1866805,23,41.790036743,19,1168636,-87.657196537,297,22257,65,266
2012-01-01T00:00:00.000,007XX S STATE ST,STRONGARM - NO WEAPON,STREET,0320,2,2012,HV102292,03,False,0132,False,ROBBERY,22,10,"{'latitude': '41.872894484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627560076'}",1897063,35,41.872894484,48,1176470,-87.627560076,12,14913,38,144
2012-01-01T00:00:00.000,014XX W FULLERTON AVE,SIMPLE,APARTMENT,0460,32,2012,HV103697,08B,False,1931,False,BATTERY,5,11,"{'latitude': '41.925193578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.66508297'}",1916039,16,41.925193578,16,1166102,-87.66508297,770,21190,68,173
2012-01-01T00:00:00.000,053XX W ADAMS ST,CHILD ABUSE,RESIDENCE,1750,29,2012,HV106500,20,False,1522,True,OFFENSE INVOLVING CHILDREN,25,7,"{'latitude': '41.878427183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.758541748'}",1898813,32,41.878427183,52,1140783,-87.758541748,68,22216,26,97
2012-01-01T00:00:00.000,081XX S HALSTED ST,NON-AGGRAVATED,HOTEL/MOTEL,0281,21,2012,HV107868,02,False,0613,False,CRIM SEXUAL ASSAULT,20,13,"{'latitude': '41.746545819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.6439223'}",1850986,59,41.746545819,18,1172383,-87.6439223,487,21554,70,233
2012-01-01T00:00:00.000,037XX W LYNDALE ST,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,35,2012,HV254276,20,True,2525,False,OFFENSE INVOLVING CHILDREN,6,12,"{'latitude': '41.921814446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.720492698'}",1914695,1,41.921814446,15,1151032,-87.720492698,74,22535,23,187
2012-01-01T00:00:00.000,098XX S AVENUE H,NON-AGGRAVATED,RESIDENCE,0281,10,2012,HV267475,02,False,0432,False,CRIM SEXUAL ASSAULT,19,47,"{'latitude': '41.71679654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.532870109'}",1840408,25,41.71679654,47,1202789,-87.532870109,705,21202,49,247
2012-01-01T00:00:00.000,014XX N MONITOR AVE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,29,2012,HV275038,17,False,2531,False,SEX OFFENSE,6,7,"{'latitude': '41.906127621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.771859909'}",1908883,5,41.906127621,52,1137090,-87.771859909,565,4299,26,154
2012-01-01T00:00:00.000,050XX W WARWICK AVE,CRIMINAL SEXUAL ABUSE,RESIDENCE,1563,45,2012,HV138026,17,False,1634,False,SEX OFFENSE,12,50,"{'latitude': '41.948789141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.753043017'}",1924463,21,41.948789141,20,1142107,-87.753043017,360,22618,15,26
2012-01-01T00:00:00.000,066XX N SEELEY AVE,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1754,50,2012,HV158191,02,False,2412,False,OFFENSE INVOLVING CHILDREN,11,27,"{'latitude': '42.002490631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.681485671'}",1944172,12,42.002490631,42,1161424,-87.681485671,320,22528,20,46
2012-01-01T00:00:00.000,013XX W 76TH ST,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1752,17,2012,HV159399,20,False,0612,False,OFFENSE INVOLVING CHILDREN,20,31,"{'latitude': '41.755957881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.657162192'}",1854387,59,41.755957881,17,1168743,-87.657162192,572,21554,70,230
2012-01-01T00:00:00.000,064XX S SACRAMENTO AVE,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1752,15,2012,HV187572,20,True,0823,True,OFFENSE INVOLVING CHILDREN,13,31,"{'latitude': '41.776617923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.698204428'}",1861830,58,41.776617923,44,1157489,-87.698204428,319,21867,64,276
2012-01-01T00:00:00.000,047XX N HARDING AVE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,39,2012,HV194208,17,False,1723,False,SEX OFFENSE,1,12,"{'latitude': '41.96703686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.726777496'}",1931162,20,41.96703686,28,1149205,-87.726777496,117,21849,14,9
2012-01-01T00:00:00.000,035XX W 60TH PL,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,16,2012,HV232910,08B,True,0823,False,BATTERY,13,6,"{'latitude': '41.783396397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.711256524'}",1864274,58,41.783396397,19,1153911,-87.711256524,344,21867,64,276
2012-01-01T00:00:00.000,072XX S EMERALD AVE,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1754,17,2012,HV299321,02,False,0732,False,OFFENSE INVOLVING CHILDREN,17,32,"{'latitude': '41.7627452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.642968191'}",1856891,11,41.7627452,17,1172596,-87.642968191,511,21559,66,214
2012-01-01T00:00:00.000,065XX W BYRON ST,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,38,2012,HV304221,17,True,1632,False,SEX OFFENSE,12,19,"{'latitude': '41.951126516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.789331374'}",1925250,52,41.951126516,25,1132230,-87.789331374,444,22254,17,17
2012-01-01T00:00:00.000,111XX S PARNELL AVE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,34,2012,HV304328,17,True,2233,False,SEX OFFENSE,9,22,"{'latitude': '41.691676649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.636314398'}",1831009,19,41.691676649,45,1174621,-87.636314398,486,21861,45,258
2012-01-01T00:00:00.000,013XX W WASHBURNE AVE,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,2,2012,HV352296,20,False,1231,False,OFFENSE INVOLVING CHILDREN,15,26,"{'latitude': '41.866098868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.659865054'}",1894516,43,41.866098868,48,1167691,-87.659865054,96,14920,29,150
2012-01-01T00:00:00.000,039XX N CLARK ST,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1753,47,2012,HV352371,02,False,1923,False,OFFENSE INVOLVING CHILDREN,5,18,"{'latitude': '41.953396801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.6614761'}",1926324,53,41.953396801,13,1167003,-87.6614761,725,21186,57,12
2012-01-01T00:00:00.000,004XX N HAMLIN AVE,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,27,2012,HV355385,20,False,1122,False,OFFENSE INVOLVING CHILDREN,16,45,"{'latitude': '41.888526809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.720998262'}",1902564,30,41.888526809,41,1150981,-87.720998262,584,21572,24,82
2012-01-01T00:00:00.000,026XX N MC VICKER AVE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,1544,29,2012,HZ170983,17,False,2512,True,SEX OFFENSE,,,,,,,,,,,,,
2012-01-01T00:00:00.000,027XX S EMERALD AVE,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,11,2012,HV373879,20,False,0914,False,OFFENSE INVOLVING CHILDREN,23,48,"{'latitude': '41.844019513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.645207358'}",1886502,40,41.844019513,26,1171748,-87.645207358,688,21194,58,157
2012-01-01T00:00:00.000,036XX S RHODES AVE,CRIMINAL SEXUAL ABUSE,APARTMENT,1563,4,2012,HZ276514,17,False,0212,False,SEX OFFENSE,,,,,,,,,,,,,
2012-01-01T00:00:00.000,047XX S DAMEN AVE,PREDATORY,RESIDENCE,0266,20,2012,HV389147,02,False,0931,True,CRIM SEXUAL ASSAULT,23,3,"{'latitude': '41.807904751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.674669931'}",1873279,37,41.807904751,29,1163821,-87.674669931,788,14924,59,119
2012-01-01T00:00:00.000,040XX N HOYNE AVE,CRIMINAL SEXUAL ABUSE,RESIDENCE,1563,47,2012,HV387013,17,False,1911,False,SEX OFFENSE,5,18,"{'latitude': '41.954591739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.681198274'}",1926718,39,41.954591739,13,1161635,-87.681198274,623,21538,46,10
2012-01-01T00:00:00.000,064XX W BELLE PLAINE AVE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,38,2012,HZ344934,17,False,1632,False,SEX OFFENSE,,,,,,,,,,,,,
2012-01-01T00:00:00.000,063XX S PAULINA ST,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1754,15,2012,HV501433,02,False,0725,False,OFFENSE INVOLVING CHILDREN,17,3,"{'latitude': '41.778785639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.666671143'}",1862685,23,41.778785639,44,1166084,-87.666671143,280,22257,65,204
2012-01-01T00:00:00.000,034XX W 12TH PL,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,24,2012,HV519680,20,False,1021,False,OFFENSE INVOLVING CHILDREN,21,14,"{'latitude': '41.865185282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.711492252'}",1894077,57,41.865185282,36,1153631,-87.711492252,772,21569,30,153
2012-01-01T00:00:00.000,052XX S KEDZIE AVE,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,14,2012,JA518043,20,False,0923,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,049XX W LEXINGTON ST,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1752,29,2012,HZ450867,17,True,1533,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,007XX S ST LOUIS AVE,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1752,24,2012,HZ443128,20,False,1133,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,015XX N LECLAIRE AVE,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,37,2012,HV441709,20,False,2533,False,OFFENSE INVOLVING CHILDREN,6,45,"{'latitude': '41.908335854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.753460959'}",1909721,5,41.908335854,4,1142093,-87.753460959,600,4299,26,195
2012-01-01T00:00:00.000,109XX S WENTWORTH AVE,CRIMINAL SEXUAL ABUSE,RESIDENCE,1563,34,2012,HV450346,17,False,0513,False,SEX OFFENSE,10,22,"{'latitude': '41.694874968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627960868'}",1832193,19,41.694874968,45,1176893,-87.627960868,524,21861,45,260
2012-01-01T00:00:00.000,050XX W HURON ST,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,28,2012,HZ137709,17,True,1532,False,SEX OFFENSE,,,,,,,,,,,,,
2012-01-01T00:00:00.000,026XX N MC VICKER AVE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,29,2012,HZ170962,17,False,2512,True,SEX OFFENSE,,,,,,,,,,,,,
2012-01-01T00:00:00.000,109XX S BUFFALO AVE,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,10,2012,HW275140,20,False,0432,False,OFFENSE INVOLVING CHILDREN,19,47,"{'latitude': '41.696854988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.54378378'}",1833114,25,41.696854988,47,1199876,-87.54378378,602,21202,49,247
2012-01-01T00:00:00.000,056XX S MOZART ST,PREDATORY,RESIDENCE,0266,16,2012,HW389028,02,True,0824,True,CRIM SEXUAL ASSAULT,13,2,"{'latitude': '41.791114438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.694948055'}",1867119,58,41.791114438,19,1158338,-87.694948055,764,21867,61,269
2012-01-01T00:00:00.000,030XX N LUNA AVE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,31,2012,HW524897,17,False,2514,False,SEX OFFENSE,6,17,"{'latitude': '41.93568027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.765169022'}",1919664,21,41.93568027,7,1138840,-87.765169022,303,22618,19,177
2012-01-01T00:00:00.000,029XX W FILLMORE ST,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1753,28,2012,HZ134746,02,True,1135,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,057XX S CALIFORNIA AVE,AGGRAVATED: OTHER,RESIDENCE,0265,16,2012,HX176646,02,True,0824,True,CRIM SEXUAL ASSAULT,13,2,"{'latitude': '41.78937024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.693678275'}",1866486,58,41.78937024,19,1158689,-87.693678275,112,21867,61,269
2012-01-01T00:00:00.000,006XX W 66TH ST,CRIMINAL SEXUAL ABUSE,RESIDENCE,1563,6,2012,HX232501,17,True,0723,False,SEX OFFENSE,17,4,"{'latitude': '41.774335654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.641813752'}",1861117,11,41.774335654,53,1172877,-87.641813752,435,21559,66,202
2012-01-01T00:00:00.000,012XX S WASHTENAW AVE,PREDATORY,RESIDENCE,0266,28,2012,HX398353,02,False,1023,False,CRIM SEXUAL ASSAULT,21,23,"{'latitude': '41.864860663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.693363237'}",1893995,43,41.864860663,11,1158570,-87.693363237,16,14920,30,151
2012-01-01T00:00:00.000,094XX S THROOP ST,AGGRAVATED: OTHER,RESIDENCE,0265,21,2012,HX404338,02,True,2222,False,CRIM SEXUAL ASSAULT,9,13,"{'latitude': '41.722453222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.655407293'}",1842182,59,41.722453222,18,1169318,-87.655407293,195,21554,72,244
2012-01-01T00:00:00.000,069XX S UNION AVE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1562,6,2012,HX431236,17,False,0732,False,SEX OFFENSE,17,32,"{'latitude': '41.76823645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.642040549'}",1858894,11,41.76823645,31,1172833,-87.642040549,479,21559,66,214
2012-01-01T00:00:00.000,078XX S JEFFERY BLVD,AGGRAVATED: OTHER,RESIDENCE,0265,8,2012,HX433977,02,False,0414,False,CRIM SEXUAL ASSAULT,19,35,"{'latitude': '41.752597535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.576007285'}",1853347,24,41.752597535,9,1190897,-87.576007285,420,22538,39,222
2012-01-01T00:00:00.000,008XX W EASTWOOD AVE,PREDATORY,RESIDENCE,0266,46,2012,HX434641,02,True,1914,False,CRIM SEXUAL ASSAULT,5,39,"{'latitude': '41.966430564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.651032417'}",1931096,15,41.966430564,37,1169806,-87.651032417,19,22616,31,4
2012-01-01T00:00:00.000,018XX S ST LOUIS AVE,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1751,24,2012,HX439608,20,False,1021,False,OFFENSE INVOLVING CHILDREN,21,14,"{'latitude': '41.856034172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.712689465'}",1890740,57,41.856034172,36,1153329,-87.712689465,800,21569,30,153
2012-01-01T00:00:00.000,004XX E ONTARIO ST,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,1752,42,2012,HX460496,20,True,1834,False,OFFENSE INVOLVING CHILDREN,14,36,"{'latitude': '41.893454941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.617020399'}",1904579,6,41.893454941,22,1179278,-87.617020399,158,21182,37,74
2012-01-01T00:00:00.000,022XX S CALIFORNIA AVE,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1754,12,2012,JC473689,02,True,1033,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,062XX W FOSTER AVE,CHILD ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1750,45,2012,JC471748,08B,False,1622,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,131XX S FORRESTVILLE AVE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,1581,9,2012,JE229312,17,False,0533,False,SEX OFFENSE,,,,,,,,,,,,,
2012-01-01T00:00:00.000,007XX E 84TH ST,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,1753,6,2012,JE142897,02,True,0632,True,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,035XX W 74TH ST,NON-AGGRAVATED,RESIDENCE,0281,17,2012,JF273873,02,True,0835,False,CRIMINAL SEXUAL ASSAULT,,,,,,,,,,,,,
2012-01-01T00:00:00.000,048XX S WOLCOTT AVE,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,1754,15,2012,JE449629,02,True,0931,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,063XX N MAGNOLIA AVE,PREDATORY,RESIDENCE,0266,48,2012,JF173468,02,True,2433,True,CRIMINAL SEXUAL ASSAULT,,,,,,,,,,,,,
2012-01-01T00:00:00.000,066XX S SACRAMENTO AVE,PREDATORY,RESIDENCE,0266,17,2012,JF134726,02,True,0831,False,CRIMINAL SEXUAL ASSAULT,,,,,,,,,,,,,
2012-01-01T00:00:00.000,0000X E 101ST PL,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,1754,9,2012,JE443083,02,False,0511,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,026XX W FITCH AVE,CONTRIBUTE TO THE DELINQUENCY OF CHILD,APARTMENT,1720,50,2012,JF405248,20,True,2411,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,0000X E 118TH PL,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1752,9,2012,JA154782,20,False,0532,True,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,021XX N KENNETH AVE,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1752,31,2012,JA329407,20,True,2522,False,OFFENSE INVOLVING CHILDREN,,,,,,,,,,,,,
2012-01-01T00:00:00.000,078XX S SAGINAW AVE,PREDATORY,RESIDENCE,0266,7,2012,JA171826,02,True,0421,True,CRIM SEXUAL ASSAULT,,,,,,,,,,,,,
2012-01-01T00:00:00.000,053XX W MONROE ST,CRIMINAL SEXUAL ABUSE,RESIDENCE,1563,29,2012,HY169652,17,False,1522,False,SEX OFFENSE,25,7,"{'latitude': '41.879335159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.758467514'}",1899144,32,41.879335159,52,1140801,-87.758467514,68,22216,26,97
2012-01-01T00:00:00.000,059XX N RIDGE AVE,PREDATORY,RESIDENCE,0266,48,2012,JB117907,02,True,2013,False,CRIM SEXUAL ASSAULT,,,,,,,,,,,,,
